index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1186	thundergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
1187	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1188	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1189	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1190	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1191	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1192	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1193	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1194	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1195	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1196	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1197	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1198	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1199	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1200	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1201	wizardspike					knife/dagger	knife/dagger	knife/dagger
1202	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1203	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1204	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1205	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1206	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1207	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1208	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1209	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1210	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1211	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1212	bartucs_cut_throat					h2h/claws	h2h/claws	h2h/claws
1213	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1214	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1215	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1216	djinn_slayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1217	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1218	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1219	gut_siphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1220	razors_edge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1221	demon_limb					club/stoutnail	club/stoutnail	club/stoutnail
1222	steel_shade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1223	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1224	deaths_web_1					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1225	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1226	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1227	horizons_tornado					mace/flail	mace/flail	mace/flail
1228	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1229	jade_talon					h2h/katar	h2h/katar	h2h/katar
1230	shadow_dancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1231	cerberus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1232	soul_drainer					glove/bracers_m	glove/bracers_m	glove/bracers_m
1233	rune_master					axe/double_axe	axe/double_axe	axe/double_axe
1234	death_cleaver					axe/war_axe	axe/war_axe	axe/war_axe
1235	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1236	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1237	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1238	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1239	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1240	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1241	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1242	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1243	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1244	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1245	spirit_keeper					pelt/antlers	pelt/antlers	pelt/antlers
1246	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1247	alma_negra					shield/rondache	shield/rondache	shield/rondache
1248	darkforce_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1249	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1250	blood_ravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1251	ghostflame					knife/blade	knife/stormspike	knife/blade
1252	shadow_killer					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1253	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1254	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1255	windhammer					hammer/maul	hammer/maul	hammer/maul
1256	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1257	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1258	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1259	steel_pillar					spear/pike	spear/pike	spear/pike
1260	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1261	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1262	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1263	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1264	steel_carapace					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1265	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1266	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1267	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1268	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1269	deaths_fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1270	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1271	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1272	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1273	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1274	gheeds_fortune					uniquecharm/gheeds_fortune	uniquecharm/gheeds_fortune	uniquecharm/gheeds_fortune
1275	stormlash					mace/flail	mace/flail	mace/flail
1276	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1277	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1278	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1279	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1280	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1281	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1282	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1283	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1284	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1285	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1286	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1287	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1288	verdungos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1289	giant_skull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1290	astreons_iron_ward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1291	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1292	ariocs_needle					spear/spear	spear/spear	spear/spear
1293	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1294	nords_tenderizer					club/felloak	club/felloak	club/felloak
1295	earth_shifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1296	wraith_flight					javelin/glaive	javelin/glaive	javelin/glaive
1297	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1298	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1299	the_redeemer					scepter/scepter	scepter/scepter	scepter/scepter
1300	head_hunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1301	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1302	spring_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1303	winter_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1304	summer_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1305	autumn_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1306	thunder_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1307	rime_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1308	burnt_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1309	toxic_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1310	hellfire_torch					torch/torch	torch/torch	torch/torch
1311	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1312	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1313	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1314	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1315	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1316	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
1317	ars_aldiablolos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1318	ars_torbaalos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1319	ars_dulmephistos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1320	measured_wrath					grimoires/measured_wrath	grimoires/measured_wrath	grimoires/measured_wrath
1321	dreadfang					sword/two_handed_sword	sword/two_handed_sword	sword/two_handed_sword
1322	wraithstep					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1323	bloodpact_shard					knife/dirk	knife/dirk	knife/dirk
1324	sling					ring/ring	ring/ring	ring/ring
1325	opalvein					ring/ring	ring/ring	ring/ring
1326	entropy_locket					amulet/amulet	amulet/amulet	amulet/amulet
1327	gheeds_wager					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1328	unique_warlock_helm					helmet/unique_warlock_helm	helmet/unique_warlock_helm	helmet/unique_warlock_helm
1329	horazons_secrets					grimoires/ars_torbaalos	grimoires/ars_torbaalos	grimoires/ars_torbaalos
1330	guardians_light					../misc/gem/fragment_magic	../misc/gem/fragment_magic	../misc/gem/fragment_magic
1331	guardians_thunder					../misc/gem/fragment_lightning	../misc/gem/fragment_lightning	../misc/gem/fragment_lightning
1332	protectors_frost					../misc/gem/fragment_cold	../misc/gem/fragment_cold	../misc/gem/fragment_cold
1333	protectors_stone					../misc/gem/fragment_physical	../misc/gem/fragment_physical	../misc/gem/fragment_physical
1334	defenders_fire					../misc/gem/fragment_fire	../misc/gem/fragment_fire	../misc/gem/fragment_fire
1335	defenders_bile					../misc/gem/fragment_poison	../misc/gem/fragment_poison	../misc/gem/fragment_poison
1336	keychain					storage/storage1	storage/storage1	storage/storage1
1337	gem_bag					storage/storage2	storage/storage2	storage/storage2
1338	obsidian_beacon					beacon/obsidian_beacon	beacon/obsidian_beacon	beacon/obsidian_beacon
1339	black_soulstone					beacon/black_soulstone	beacon/black_soulstone	beacon/black_soulstone
1340	radaments_bite					bow/pullspite	bow/pullspite	bow/pullspite
1341	butchers_paring_knives					knife/warshrike	knife/warshrike	knife/warshrike
1342	tyraels_might					uniquearmor/tyraels_might	uniquearmor/tyraels_might	uniquearmor/tyraels_might
1343	templars_might					uniquearmor/templars_might	uniquearmor/templars_might	uniquearmor/templars_might
1344	silks_of_the_victor					uniquearmor/silks_of_the_victor	uniquearmor/silks_of_the_victor	uniquearmor/silks_of_the_victor
1345	manald_heal					uniquering/manald_heal	uniquering/manald_heal	uniquering/manald_heal
1346	manald_heal					uniquering/manald_heal	uniquering/manald_heal	uniquering/manald_heal
1347	ring_of_engagement					uniquering/ring_of_engagement	uniquering/ring_of_engagement	uniquering/ring_of_engagement
1348	elven_heartband					uniquering/elven_heartband	uniquering/elven_heartband	uniquering/elven_heartband
1349	knell_of_discord					uniquering/knell_of_discord	uniquering/knell_of_discord	uniquering/knell_of_discord
1350	nagelring					uniquering/nagelring	uniquering/nagelring	uniquering/nagelring
1351	nameless_fear					uniquering/nameless_fear	uniquering/nameless_fear	uniquering/nameless_fear
1352	plantar_enlightenment					uniquering/plantar_enlightenment	uniquering/plantar_enlightenment	uniquering/plantar_enlightenment
1353	golems_might					uniquering/golems_might	uniquering/golems_might	uniquering/golems_might
1354	barilzars_mazed_band					uniquering/barilzars_mazed_band	uniquering/barilzars_mazed_band	uniquering/barilzars_mazed_band
1355	vampiric_regeneration					uniquering/vampiric_regeneration	uniquering/vampiric_regeneration	uniquering/vampiric_regeneration
1356	the_stone_of_jordan					uniquering/the_stone_of_jordan	uniquering/the_stone_of_jordan	uniquering/the_stone_of_jordan
1357	dwarf_star					uniquering/dwarf_star	uniquering/dwarf_star	uniquering/dwarf_star
1358	raven_frost					uniquering/raven_frost	uniquering/raven_frost	uniquering/raven_frost
1359	thief_of_dreams					uniquering/thief_of_dreams	uniquering/thief_of_dreams	uniquering/thief_of_dreams
1360	bul_kathos_wedding_band					uniquering/bul_kathos_wedding_band	uniquering/bul_kathos_wedding_band	uniquering/bul_kathos_wedding_band
1361	carrion_wind					uniquering/carrion_wind	uniquering/carrion_wind	uniquering/carrion_wind
1362	jackals_laughter					uniquering/jackals_laughter	uniquering/jackals_laughter	uniquering/jackals_laughter
1363	natures_peace					uniquering/natures_peace	uniquering/natures_peace	uniquering/natures_peace
1364	fellowships_hope					uniquering/fellowships_hope	uniquering/fellowships_hope	uniquering/fellowships_hope
1365	wisp_projector					uniquering/wisp_projector	uniquering/wisp_projector	uniquering/wisp_projector
1366	faerie_ring					uniquering/faerie_ring	uniquering/faerie_ring	uniquering/faerie_ring
1367	jordans_sigil					uniquering/jordans_sigil	uniquering/jordans_sigil	uniquering/jordans_sigil
1368	constricting_ring					uniquering/constricting_ring	uniquering/constricting_ring	uniquering/constricting_ring
1369	eye_of_kahn					uniqueamulet/eye_of_kahn	uniqueamulet/eye_of_kahn	uniqueamulet/eye_of_kahn
1370	psyche_shroud					uniqueamulet/psyche_shroud	uniqueamulet/psyche_shroud	uniqueamulet/psyche_shroud
1371	nokozan_relic					uniqueamulet/nokozan_relic	uniqueamulet/nokozan_relic	uniqueamulet/nokozan_relic
1372	amulet_of_warding					uniqueamulet/amulet_of_warding	uniqueamulet/amulet_of_warding	uniqueamulet/amulet_of_warding
1373	the_eye_of_etlich					uniqueamulet/the_eye_of_etlich	uniqueamulet/the_eye_of_etlich	uniqueamulet/the_eye_of_etlich
1374	the_mahim_oak_curio					uniqueamulet/the_mahim_oak_curio	uniqueamulet/the_mahim_oak_curio	uniqueamulet/the_mahim_oak_curio
1375	cryptking					uniqueamulet/cryptking	uniqueamulet/cryptking	uniqueamulet/cryptking
1376	sequence_of_seasons					uniqueamulet/sequence_of_seasons	uniqueamulet/sequence_of_seasons	uniqueamulet/sequence_of_seasons
1377	rat_lords_curse					uniqueamulet/rat_lords_curse	uniqueamulet/rat_lords_curse	uniqueamulet/rat_lords_curse
1378	luck_sigil					uniqueamulet/luck_sigil	uniqueamulet/luck_sigil	uniqueamulet/luck_sigil
1379	saracens_chance					uniqueamulet/saracens_chance	uniqueamulet/saracens_chance	uniqueamulet/saracens_chance
1380	the_cats_eye					uniqueamulet/the_cats_eye	uniqueamulet/the_cats_eye	uniqueamulet/the_cats_eye
1381	atmas_scarab					uniqueamulet/atmas_scarab	uniqueamulet/atmas_scarab	uniqueamulet/atmas_scarab
1382	maras_kaleidoscope					uniqueamulet/maras_kaleidoscope	uniqueamulet/maras_kaleidoscope	uniqueamulet/maras_kaleidoscope
1383	the_rising_sun					uniqueamulet/the_rising_sun	uniqueamulet/the_rising_sun	uniqueamulet/the_rising_sun
1384	highlords_wrath					uniqueamulet/highlords_wrath	uniqueamulet/highlords_wrath	uniqueamulet/highlords_wrath
1385	crescent_moon					uniqueamulet/crescent_moon	uniqueamulet/crescent_moon	uniqueamulet/crescent_moon
1386	foul_sigil					uniqueamulet/foul_sigil	uniqueamulet/foul_sigil	uniqueamulet/foul_sigil
1387	metalgrid					uniqueamulet/metalgrid	uniqueamulet/metalgrid	uniqueamulet/metalgrid
1388	the_vanquisher					uniqueamulet/the_vanquisher	uniqueamulet/the_vanquisher	uniqueamulet/the_vanquisher
1389	sigil_of_hope					uniqueamulet/sigil_of_hope	uniqueamulet/sigil_of_hope	uniqueamulet/sigil_of_hope
1390	seraphs_hymn					uniqueamulet/seraphs_hymn	uniqueamulet/seraphs_hymn	uniqueamulet/seraphs_hymn
1391	autumns_avatar					uniquecharm/autumns_avatar	uniquecharm/autumns_avatar	uniquecharm/autumns_avatar
1392	collins_destruction					uniquecharm/collins_destruction	uniquecharm/collins_destruction	uniquecharm/collins_destruction
1393	argos_anchor					uniquecharm/argos_anchor	uniquecharm/argos_anchor	uniquecharm/argos_anchor
1394	peacemaker					uniquecharm/peacemaker	uniquecharm/peacemaker	uniquecharm/peacemaker
1395	remembrance_of_glory					uniquecharm/remembrance_of_glory	uniquecharm/remembrance_of_glory	uniquecharm/remembrance_of_glory
1396	valknut					uniquecharm/valknut	uniquecharm/valknut	uniquecharm/valknut
1397	life_and_death					uniquecharm/life_and_death	uniquecharm/life_and_death	uniquecharm/life_and_death
1398	ogre_kings_bowl					uniquecharm/ogre_kings_bowl	uniquecharm/ogre_kings_bowl	uniquecharm/ogre_kings_bowl
1399	throne_of_power					uniquecharm/throne_of_power	uniquecharm/throne_of_power	uniquecharm/throne_of_power
1400	nightshade					uniquecharm/nightshade	uniquecharm/nightshade	uniquecharm/nightshade
1401	triskelion					uniquecharm/triskelion	uniquecharm/triskelion	uniquecharm/triskelion
1402	web_of_wyrd					uniquecharm/web_of_wyrd	uniquecharm/web_of_wyrd	uniquecharm/web_of_wyrd
1403	conclave_of_elements					uniquecharm/conclave_of_elements	uniquecharm/conclave_of_elements	uniquecharm/conclave_of_elements
1404	queens_call					uniquecharm/queens_call	uniquecharm/queens_call	uniquecharm/queens_call
1405	harrogaths_last_stand					uniqueweapon/harrogaths_last_stand	uniqueweapon/harrogaths_last_stand	uniqueweapon/harrogaths_last_stand
1406	the_thiefs_choker					uniqueamulet/the_thiefs_choker	uniqueamulet/the_thiefs_choker	uniqueamulet/the_thiefs_choker
